4.heuristic,4.brute_force,10.heuristic,10.brute_force,15.heuristic,15.brute_force,20.heuristic,20.brute_force,22.heuristic,22.brute_force,25.heuristic,25.brute_force,27.heuristic,27.brute_force,,,,,
0.014781951904296875,0.027418136596679688,0.020265579223632812,1.6143321990966797,0.03170967102050781,59.024810791015625,0.04649162292480469,2215.4059410095215,0.04982948303222656,9386.40546798706,0.052928924560546875,80626.5594959259,0.0553131103515625,343813.6942386627,,,,,
0.010967254638671875,0.030040740966796875,0.018358230590820312,1.6095638275146484,0.031232833862304688,58.902740478515625,0.046253204345703125,2206.838846206665,0.049114227294921875,9421.561002731323,0.05316734313964844,81979.23803329468,0.053882598876953125,342511.09623908997,,,,,
0.011205673217773438,0.027418136596679688,0.019073486328125,1.6467571258544922,0.03719329833984375,59.11517143249512,0.05793571472167969,2205.0089836120605,0.06175041198730469,9347.895860671997,0.05245208740234375,82403.38015556335,0.06318092346191406,344035.1667404175,,,,,
0.010013580322265625,0.03504753112792969,0.018835067749023438,1.6138553619384766,0.026941299438476562,59.105873107910156,0.04744529724121094,2232.6362133026123,0.0514984130859375,9523.70810508728,0.05269050598144531,80524.8441696167,0.05435943603515625,340447.77059555054,,,,,
0.011444091796875,0.029802322387695312,0.018358230590820312,1.6036033630371094,0.025510787963867188,59.01980400085449,0.046253204345703125,2204.5326232910156,0.04887580871582031,9356.629133224487,0.05054473876953125,82274.84607696533,0.054836273193359375,343515.5475139618,,,,,
0.011205673217773438,0.030517578125,0.0171661376953125,1.6236305236816406,0.025510787963867188,58.92634391784668,0.045299530029296875,2211.8852138519287,0.048160552978515625,9431.957960128784,0.051021575927734375,82332.72790908813,0.05078315734863281,341538.92183303833,,,,,
0.010967254638671875,0.02574920654296875,0.017642974853515625,1.6002655029296875,0.03409385681152344,59.06534194946289,0.0457763671875,2213.9852046966553,0.049591064453125,9361.391067504883,0.05078315734863281,80365.4625415802,0.05245208740234375,343857.058763504,,,,,
0.011444091796875,0.031948089599609375,0.0171661376953125,1.6252994537353516,0.03147125244140625,59.25178527832031,0.0438690185546875,2219.621181488037,0.0476837158203125,9492.074728012085,0.05173683166503906,81883.00085067749,0.05602836608886719,340270.1187133789,,,,,
0.010728836059570312,0.028371810913085938,0.016450881958007812,1.6324520111083984,0.045299530029296875,59.090614318847656,0.042438507080078125,2221.2626934051514,0.049591064453125,9354.056596755981,0.05507469177246094,80342.24581718445,0.05269050598144531,342752.00271606445,,,,,
0.010251998901367188,0.026941299438476562,0.0171661376953125,1.6021728515625,0.025272369384765625,59.10658836364746,0.04673004150390625,2241.158962249756,0.049114227294921875,9416.414022445679,0.053882598876953125,82397.81928062439,0.05650520324707031,342192.48270988464,,,,,
