4.heuristic,4.brute_force,10.heuristic,10.brute_force,15.heuristic,15.brute_force,20.heuristic,20.brute_force,22.heuristic,22.brute_force,25.heuristic,25.brute_force,27.heuristic,27.brute_force,,,,,
0.011920928955078125,0.028371810913085938,0.017881393432617188,1.5778541564941406,0.0247955322265625,59.340476989746094,0.04482269287109375,2215.3232097625732,0.048160552978515625,9427.194833755493,0.052928924560546875,82552.80613899231,0.05793571472167969,344502.86507606506,,,,,
0.010967254638671875,0.0286102294921875,0.014066696166992188,1.5902519226074219,0.031232833862304688,59.28969383239746,0.04506111145019531,2215.4481410980225,0.04863739013671875,11244.91024017334,0.05269050598144531,80521.90613746643,0.056743621826171875,342662.90855407715,,,,,
0.01049041748046875,0.030994415283203125,0.017404556274414062,1.5985965728759766,0.034809112548828125,58.939456939697266,0.04649162292480469,2253.610849380493,0.05030632019042969,9374.844551086426,0.05173683166503906,82288.78116607666,0.053882598876953125,344467.6876068115,,,,,
0.028133392333984375,0.031948089599609375,0.016450881958007812,1.589059829711914,0.034332275390625,58.71772766113281,0.046253204345703125,2247.6656436920166,0.048160552978515625,9374.847412109375,0.05340576171875,82281.61001205444,0.05340576171875,341033.0891609192,,,,,
0.01239776611328125,0.028848648071289062,0.015735626220703125,1.590728759765625,0.030517578125,59.04579162597656,0.03743171691894531,2215.991258621216,0.0476837158203125,9393.446683883667,0.051975250244140625,80186.5336894989,0.055789947509765625,344134.3939304352,,,,,
0.01049041748046875,0.026226043701171875,0.017404556274414062,1.5988349914550781,0.03719329833984375,59.079647064208984,0.0457763671875,2228.9557456970215,0.04696846008300781,9377.23183631897,0.05364418029785156,82279.4737815857,0.054836273193359375,342259.6242427826,,,,,
0.009775161743164062,0.029325485229492188,0.0171661376953125,1.5854835510253906,0.03504753112792969,59.478044509887695,0.04458427429199219,2212.674140930176,0.05078315734863281,9327.683210372925,0.051975250244140625,82255.42616844177,0.053882598876953125,344051.35464668274,,,,,
0.01049041748046875,0.026226043701171875,0.0171661376953125,1.5935897827148438,0.028371810913085938,59.07750129699707,0.0438690185546875,2208.9054584503174,0.06031990051269531,9383.350133895874,0.051975250244140625,80310.13774871826,0.05435943603515625,341759.38963890076,,,,,
0.0095367431640625,0.025987625122070312,0.017404556274414062,1.6222000122070312,0.027894973754882812,59.018611907958984,0.04649162292480469,2221.392869949341,0.05125999450683594,9383.587121963501,0.05340576171875,82258.69369506836,0.05459785461425781,343120.13244628906,,,,,
0.012159347534179688,0.029802322387695312,0.0171661376953125,1.605987548828125,0.03266334533691406,58.959245681762695,0.04482269287109375,2220.37935256958,0.0476837158203125,9369.185447692871,0.053882598876953125,82368.15762519836,0.053882598876953125,340012.2411251068,,,,,
0.010728836059570312,0.026941299438476562,0.016450881958007812,1.5926361083984375,0.03838539123535156,58.977603912353516,0.04601478576660156,2220.278263092041,0.04863739013671875,9384.73129272461,0.05173683166503906,81266.41297340393,0.05459785461425781,348892.65179634094,,,,,
0.010251998901367188,0.0286102294921875,0.016927719116210938,1.6214847564697266,0.030994415283203125,58.87866020202637,0.05841255187988281,2210.981607437134,0.047206878662109375,9353.338479995728,0.05364418029785156,81976.45854949951,0.053882598876953125,342434.19551849365,,,,,
0.010251998901367188,0.027894973754882812,0.01621246337890625,1.6107559204101562,0.04458427429199219,59.19170379638672,0.045299530029296875,2219.7265625,0.04887580871582031,9373.006820678711,0.051975250244140625,82172.00589179993,0.057220458984375,343287.67442703247,,,,,
0.010013580322265625,0.026226043701171875,0.01811981201171875,1.6133785247802734,0.03695487976074219,59.38243865966797,0.04649162292480469,2221.540927886963,0.048160552978515625,9426.399946212769,0.051021575927734375,80189.23783302307,0.057220458984375,339836.2355232239,,,,,
0.010013580322265625,0.028848648071289062,0.0171661376953125,1.5995502471923828,0.030994415283203125,59.548139572143555,0.04482269287109375,2209.940195083618,0.049591064453125,11234.067916870117,0.05459785461425781,82141.2513256073,0.053882598876953125,343867.0492172241,,,,,
0.012636184692382812,0.02956390380859375,0.016927719116210938,1.5883445739746094,0.0247955322265625,58.829307556152344,0.045299530029296875,2268.080949783325,0.05125999450683594,9350.866079330444,0.05316734313964844,81940.66572189331,0.05221366882324219,342260.98012924194,,,,,
0.010251998901367188,0.028848648071289062,0.027418136596679688,1.6050338745117188,0.035762786865234375,59.2036247253418,0.049591064453125,2215.360641479492,0.04696846008300781,9416.21470451355,0.052928924560546875,80445.15252113342,0.05340576171875,340205.5859565735,,,,,
0.01049041748046875,0.027418136596679688,0.017642974853515625,1.6248226165771484,0.028848648071289062,58.81977081298828,0.04506111145019531,2222.9769229888916,0.05984306335449219,9419.090270996094,0.051975250244140625,82541.74160957336,0.05364418029785156,342335.8714580536,,,,,
0.01239776611328125,0.028133392333984375,0.021696090698242188,1.592397689819336,0.028848648071289062,58.78496170043945,0.04458427429199219,2211.156129837036,0.04863739013671875,9344.312191009521,0.05125999450683594,82390.95973968506,0.052928924560546875,342427.2925853729,,,,,
0.010251998901367188,0.029087066650390625,0.021696090698242188,22.150516510009766,0.0286102294921875,58.794260025024414,0.04649162292480469,2213.069200515747,0.04935264587402344,9461.784839630127,0.054836273193359375,80209.8138332367,0.05412101745605469,341747.92766571045,,,,,
0.010013580322265625,0.03314018249511719,0.019788742065429688,1.6667842864990234,0.03552436828613281,59.000492095947266,0.045299530029296875,2205.7604789733887,0.049591064453125,9392.448425292969,0.05221366882324219,82119.9700832367,0.05459785461425781,340758.4481239319,,,,,
0.014543533325195312,0.028371810913085938,0.017404556274414062,1.6422271728515625,0.028133392333984375,59.00740623474121,0.045299530029296875,2220.858097076416,0.053882598876953125,9400.220394134521,0.05245208740234375,82956.56085014343,0.05507469177246094,342618.48187446594,,,,,
0.01049041748046875,0.02574920654296875,0.016450881958007812,1.6732215881347656,0.034332275390625,59.41939353942871,0.0457763671875,2223.1271266937256,0.04935264587402344,9396.192789077759,0.043392181396484375,80520.79153060913,0.05459785461425781,343734.10391807556,,,,,
0.0095367431640625,0.028133392333984375,0.017881393432617188,1.6269683837890625,0.0324249267578125,58.98404121398926,0.046253204345703125,2211.2908363342285,0.04863739013671875,9457.935094833374,0.064849853515625,82074.20015335083,0.05555152893066406,350556.360244751,,,,,
0.010013580322265625,0.029802322387695312,0.0171661376953125,1.5921592712402344,0.03147125244140625,59.26918983459473,0.04553794860839844,2227.280378341675,0.057697296142578125,9391.223669052124,0.05173683166503906,80541.6612625122,0.05125999450683594,399317.97981262207,,,,,
0.01049041748046875,0.026464462280273438,0.016927719116210938,1.5861988067626953,0.03218650817871094,59.26942825317383,0.045299530029296875,2216.6152000427246,0.04744529724121094,9517.305135726929,0.05316734313964844,82242.97595024109,0.08153915405273438,396235.66246032715,,,,,
0.010251998901367188,0.026226043701171875,0.01621246337890625,1.6355514526367188,0.027179718017578125,59.14568901062012,0.04673004150390625,2215.3141498565674,0.03981590270996094,9384.225606918335,0.05316734313964844,82457.0779800415,0.08296966552734375,378042.8419113159,,,,,
0.010013580322265625,0.026702880859375,0.017642974853515625,1.6028881072998047,0.026464462280273438,58.81857872009277,0.04649162292480469,2213.8686180114746,0.049114227294921875,11278.389930725098,0.053882598876953125,80279.52527999878,0.04267692565917969,341038.4268760681,,,,,
0.009298324584960938,0.0286102294921875,0.016450881958007812,1.5904903411865234,0.025272369384765625,59.19003486633301,0.04458427429199219,2220.4368114471436,0.04792213439941406,9367.175340652466,0.05221366882324219,82409.22689437866,0.0553131103515625,343505.7702064514,,,,,
0.010251998901367188,0.028848648071289062,0.020503997802734375,1.6078948974609375,0.030279159545898438,59.165000915527344,0.045299530029296875,2219.5653915405273,0.05030632019042969,9398.902654647827,0.051021575927734375,82064.75973129272,0.06771087646484375,340774.8591899872,,,,,
0.010251998901367188,0.02765655517578125,0.0171661376953125,1.615285873413086,0.029087066650390625,58.98261070251465,0.04696846008300781,2204.317331314087,0.04792213439941406,9381.175994873047,0.05412101745605469,80891.33358001709,0.06771087646484375,342374.5594024658,,,,,
0.010013580322265625,0.029802322387695312,0.024080276489257812,1.6605854034423828,0.030994415283203125,58.721303939819336,0.046253204345703125,2215.3899669647217,0.048160552978515625,9386.730909347534,0.05507469177246094,82002.32100486755,0.05459785461425781,344733.5386276245,,,,,
0.010251998901367188,0.03600120544433594,0.01811981201171875,1.6047954559326172,0.04124641418457031,59.09323692321777,0.05817413330078125,2216.1896228790283,0.0476837158203125,9415.980100631714,0.05078315734863281,82519.56677436829,0.0553131103515625,343458.51850509644,,,,,
0.012874603271484375,0.027418136596679688,0.016927719116210938,1.580953598022461,0.032901763916015625,58.770179748535156,0.046253204345703125,2213.151216506958,0.050067901611328125,9430.506467819214,0.05221366882324219,80619.51875686646,0.05245208740234375,342865.28873443604,,,,,
0.009775161743164062,0.029087066650390625,0.016689300537109375,1.5950202941894531,0.03838539123535156,58.88652801513672,0.04601478576660156,2205.1639556884766,0.04935264587402344,9440.718412399292,0.05412101745605469,82214.79964256287,0.05507469177246094,342362.60652542114,,,,,
0.01049041748046875,0.029325485229492188,0.016927719116210938,1.5850067138671875,0.025510787963867188,58.9296817779541,0.044345855712890625,2203.2837867736816,0.04839897155761719,9354.252099990845,0.05125999450683594,81855.60441017151,0.0553131103515625,341480.1015853882,,,,,
0.010013580322265625,0.028848648071289062,0.0286102294921875,1.5864372253417969,0.025987625122070312,58.870553970336914,0.04553794860839844,2210.195779800415,0.04887580871582031,9362.159967422485,0.053882598876953125,80333.26554298401,0.053882598876953125,341762.93325424194,,,,,
0.01049041748046875,0.04410743713378906,0.016689300537109375,1.611471176147461,0.034809112548828125,59.15236473083496,0.04482269287109375,2209.529399871826,0.06127357482910156,9427.269220352173,0.05173683166503906,82283.02645683289,0.05459785461425781,344408.30516815186,,,,,
