knap_id,method,item_count,price,elapsed_ms
9121,FPTAS75,15,1992,0.146518
9122,Recursive,15,1778,2
9122,BranchAndBound,15,1778,0.054589
9122,Dynamic,15,1778,0.144341
9122,FPTAS25,15,1705,0.143404
9122,FPTAS50,15,1718,0.145285
9122,FPTAS75,15,1751,0.144097
9123,Recursive,15,1990,2
9123,BranchAndBound,15,1990,0.043872
9123,Dynamic,15,1990,0.146258
9123,FPTAS25,15,1912,0.143443
9123,FPTAS50,15,1933,0.146574
9123,FPTAS75,15,1966,0.143155
9124,Recursive,15,1470,2
9124,BranchAndBound,15,1470,0.069156
9124,Dynamic,15,1470,0.145357
9124,FPTAS25,15,1378,0.14461
9124,FPTAS50,15,1423,0.14422
9124,FPTAS75,15,1439,0.144811
9125,Recursive,15,2122,2
9125,BranchAndBound,15,2122,0.051479
9125,Dynamic,15,2122,0.145363
9125,FPTAS25,15,2036,0.143596
9125,FPTAS50,15,2066,0.172272
9125,FPTAS75,15,2099,0.143344
9126,Recursive,15,199,2
9126,BranchAndBound,15,199,1.240492
9126,Dynamic,15,199,0.099549
9126,FPTAS25,15,199,0.097823
9126,FPTAS50,15,199,0.097921
9126,FPTAS75,15,199,0.098194
9127,Recursive,15,1201,2
9127,BranchAndBound,15,1201,0.126077
9127,Dynamic,15,1201,0.142645
9127,FPTAS25,15,1156,0.136821
9127,FPTAS50,15,1160,0.137922
9127,FPTAS75,15,1179,0.138988
9128,Recursive,15,1915,2
9128,BranchAndBound,15,1915,0.06443
9128,Dynamic,15,1915,0.148375
9128,FPTAS25,15,1825,0.143566
9128,FPTAS50,15,1864,0.144814
9128,FPTAS75,15,1887,0.143298
9129,Recursive,15,1833,2
9129,BranchAndBound,15,1833,0.032786
9129,Dynamic,15,1833,0.146486
9129,FPTAS25,15,1757,0.143228
9129,FPTAS50,15,1765,0.144455
9129,FPTAS75,15,1803,0.144026
9130,Recursive,15,1274,2
9130,BranchAndBound,15,1274,0.099477
9130,Dynamic,15,1274,0.142923
9130,FPTAS25,15,1227,0.139508
9130,FPTAS50,15,1235,0.139993
9130,FPTAS75,15,1250,0.142614
9131,Recursive,15,1984,2
9131,BranchAndBound,15,1984,0.034462
9131,Dynamic,15,1984,0.14691
9131,FPTAS25,15,1901,0.144423
9131,FPTAS50,15,1926,0.145519
9131,FPTAS75,15,1959,0.143691
9132,Recursive,15,2238,2
9132,BranchAndBound,15,2238,0.067529
9132,Dynamic,15,2238,0.146127
9132,FPTAS25,15,2175,0.143907
9132,FPTAS50,15,2184,0.144027
9132,FPTAS75,15,2209,0.143327
9133,Recursive,15,1948,2
9133,BranchAndBound,15,1948,0.072401
9133,Dynamic,15,1948,0.147231
9133,FPTAS25,15,1890,0.143585
9133,FPTAS50,15,1889,0.144566
9133,FPTAS75,15,1919,0.143612
9134,Recursive,15,1609,2
9134,BranchAndBound,15,1609,0.199296
9134,Dynamic,15,1609,0.135032
9134,FPTAS25,15,1545,0.131
9134,FPTAS50,15,1564,0.131709
9134,FPTAS75,15,1583,0.131265
9135,Recursive,15,1763,2
9135,BranchAndBound,15,1763,0.051448
9135,Dynamic,15,1763,0.144432
9135,FPTAS25,15,1683,0.144942
9135,FPTAS50,15,1727,0.145774
9135,FPTAS75,15,1737,0.144806
9136,Recursive,15,2017,2
9136,BranchAndBound,15,2017,0.078872
9136,Dynamic,15,2017,0.147576
9136,FPTAS25,15,1943,0.144804
9136,FPTAS50,15,1964,0.145421
9136,FPTAS75,15,1989,0.144161
9137,Recursive,15,1846,2
9137,BranchAndBound,15,1846,0.053344
9137,Dynamic,15,1846,0.14759
9137,FPTAS25,15,1785,0.144549
9137,FPTAS50,15,1795,0.144993
9137,FPTAS75,15,1819,0.147058
9138,Recursive,15,2011,2
9138,BranchAndBound,15,2011,0.036114
9138,Dynamic,15,2011,0.146736
9138,FPTAS25,15,1938,0.143482
9138,FPTAS50,15,1946,0.144779
9138,FPTAS75,15,1980,0.143405
9139,Recursive,15,1821,2
9139,BranchAndBound,15,1821,0.077025
9139,Dynamic,15,1821,0.146986
9139,FPTAS25,15,1758,0.143208
9139,FPTAS50,15,1762,0.143867
9139,FPTAS75,15,1796,0.144299
9140,Recursive,15,2167,2
9140,BranchAndBound,15,2167,0.096032
9140,Dynamic,15,2167,0.146958
9140,FPTAS25,15,2070,0.141814
9140,FPTAS50,15,2099,0.175938
9140,FPTAS75,15,2133,0.142003
9141,Recursive,15,1860,2
9141,BranchAndBound,15,1860,0.05828
9141,Dynamic,15,1860,0.148367
9141,FPTAS25,15,1790,0.146018
9141,FPTAS50,15,1820,0.144705
9141,FPTAS75,15,1833,0.144478
9142,Recursive,15,1439,2
9142,BranchAndBound,15,1439,0.060377
9142,Dynamic,15,1439,0.146822
9142,FPTAS25,15,1378,0.143657
9142,FPTAS50,15,1401,0.144015
9142,FPTAS75,15,1416,0.143518
9143,Recursive,15,1641,2
9143,BranchAndBound,15,1641,0.075494
9143,Dynamic,15,1641,0.132337
9143,FPTAS25,15,1570,0.1278
9143,FPTAS50,15,1589,0.12857
9143,FPTAS75,15,1619,0.128271
9144,Recursive,15,1776,2
9144,BranchAndBound,15,1776,0.047402
9144,Dynamic,15,1776,0.146158
9144,FPTAS25,15,1663,0.142972
9144,FPTAS50,15,1710,0.144885
9144,FPTAS75,15,1748,0.144466
9145,Recursive,15,1995,2
9145,BranchAndBound,15,1995,0.067286
9145,Dynamic,15,1995,0.147972
9145,FPTAS25,15,1930,0.144695
9145,FPTAS50,15,1947,0.179264
9145,FPTAS75,15,1976,0.144183
9146,Recursive,15,2008,2
9146,BranchAndBound,15,2008,0.042131
9146,Dynamic,15,2008,0.145941
9146,FPTAS25,15,1938,0.144411
9146,FPTAS50,15,1958,0.145081
9146,FPTAS75,15,1977,0.144456
9147,Recursive,15,1381,2
9147,BranchAndBound,15,1381,0.181432
9147,Dynamic,15,1381,0.144282
9147,FPTAS25,15,1306,0.142095
9147,FPTAS50,15,1346,0.142155
9147,FPTAS75,15,1364,0.142108
9148,Recursive,15,1771,2
9148,BranchAndBound,15,1771,0.085611
9148,Dynamic,15,1771,0.146969
9148,FPTAS25,15,1701,0.144735
9148,FPTAS50,15,1729,0.145175
9148,FPTAS75,15,1749,0.144905
9149,Recursive,15,1873,2
9149,BranchAndBound,15,1873,0.047302
9149,Dynamic,15,1873,0.145928
9149,FPTAS25,15,1815,0.143563
9149,FPTAS50,15,1839,0.144778
9149,FPTAS75,15,1851,0.143293
9150,Recursive,20,1995,76
9150,BranchAndBound,20,1995,11
9150,Dynamic,20,1995,3
9150,FPTAS25,20,1937,4
9150,FPTAS50,20,1946,3
9150,FPTAS75,20,1971,3
9151,Recursive,20,2623,77
9151,BranchAndBound,20,2623,2
9151,Dynamic,20,2623,4
9151,FPTAS25,20,2540,4
9151,FPTAS50,20,2587,4
9151,FPTAS75,20,2603,4
9152,Recursive,20,2607,76
9152,BranchAndBound,20,2607,0.660309
9152,Dynamic,20,2607,4
9152,FPTAS25,20,2529,4
9152,FPTAS50,20,2574,4
9152,FPTAS75,20,2592,4
9153,Recursive,20,2089,76
9153,BranchAndBound,20,2089,2
9153,Dynamic,20,2089,4
9153,FPTAS25,20,2017,5
9153,FPTAS50,20,2046,4
9153,FPTAS75,20,2064,4
9154,Recursive,20,2062,76
9154,BranchAndBound,20,2062,0.153219
9154,Dynamic,20,2062,4
9154,FPTAS25,20,1965,5
9154,FPTAS50,20,2009,4
9154,FPTAS75,20,2038,4
9155,Recursive,20,2723,79
9155,BranchAndBound,20,2723,0.617107
9155,Dynamic,20,2723,5
9155,FPTAS25,20,2647,4
9155,FPTAS50,20,2662,4
9155,FPTAS75,20,2691,4
9156,Recursive,20,2193,76
9156,BranchAndBound,20,2193,2
9156,Dynamic,20,2193,3
9156,FPTAS25,20,2112,4
9156,FPTAS50,20,2140,3
9156,FPTAS75,20,2164,3
9157,Recursive,20,2992,76
9157,BranchAndBound,20,2992,1.089988
9157,Dynamic,20,2992,4
9157,FPTAS25,20,2922,4
9157,FPTAS50,20,2941,4
9157,FPTAS75,20,2972,4
9158,Recursive,20,2197,76
9158,BranchAndBound,20,2197,0.927513
9158,Dynamic,20,2197,4
9158,FPTAS25,20,2103,6
9158,FPTAS50,20,2142,4
9158,FPTAS75,20,2167,4
9159,Recursive,20,2551,76
9159,BranchAndBound,20,2551,8
9159,Dynamic,20,2551,4
9159,FPTAS25,20,2485,4
9159,FPTAS50,20,2511,4
9159,FPTAS75,20,2530,4
9160,Recursive,20,2372,76
9160,BranchAndBound,20,2372,0.764923
9160,Dynamic,20,2372,4
9160,FPTAS25,20,2278,4
9160,FPTAS50,20,2327,4
9160,FPTAS75,20,2345,4
9161,Recursive,20,2116,76
9161,BranchAndBound,20,2116,1.709551
9161,Dynamic,20,2116,4
9161,FPTAS25,20,2061,5
9161,FPTAS50,20,2081,4
9161,FPTAS75,20,2101,4
9162,Recursive,20,2368,76
9162,BranchAndBound,20,2368,15
9162,Dynamic,20,2368,3
9162,FPTAS25,20,2305,3
9162,FPTAS50,20,2326,3
9162,FPTAS75,20,2347,3
9163,Recursive,20,2440,76
9163,BranchAndBound,20,2440,0.968834
9163,Dynamic,20,2440,3
9163,FPTAS25,20,2381,3
9163,FPTAS50,20,2387,3
9163,FPTAS75,20,2419,4
9164,Recursive,20,1609,76
9164,BranchAndBound,20,1609,2
9164,Dynamic,20,1609,4
9164,FPTAS25,20,1552,4
9164,FPTAS50,20,1575,4
9164,FPTAS75,20,1588,4
9165,Recursive,20,249,76
9165,BranchAndBound,20,249,39
9165,Dynamic,20,249,3
9165,FPTAS25,20,242,3
9165,FPTAS50,20,249,3
9165,FPTAS75,20,249,3
9166,Recursive,20,2184,76
9166,BranchAndBound,20,2184,2
9166,Dynamic,20,2184,4
9166,FPTAS25,20,2110,4
9166,FPTAS50,20,2141,4
9166,FPTAS75,20,2163,4
9167,Recursive,20,1903,76
9167,BranchAndBound,20,1903,11
9167,Dynamic,20,1903,3
9167,FPTAS25,20,1851,3
9167,FPTAS50,20,1866,3
9167,FPTAS75,20,1883,3
9168,Recursive,20,2359,76
9168,BranchAndBound,20,2359,4
9168,Dynamic,20,2359,4
9168,FPTAS25,20,2277,4
9168,FPTAS50,20,2309,4
9168,FPTAS75,20,2337,4
9169,Recursive,20,2550,77
9169,BranchAndBound,20,2550,0.302988
9169,Dynamic,20,2550,4
9169,FPTAS25,20,2476,4
9169,FPTAS50,20,2505,4
9169,FPTAS75,20,2524,4
9170,Recursive,20,2796,76
9170,BranchAndBound,20,2796,1.762132
9170,Dynamic,20,2796,4
9170,FPTAS25,20,2718,4
9170,FPTAS50,20,2750,4
9170,FPTAS75,20,2775,4
9171,Recursive,20,1953,76
9171,BranchAndBound,20,1953,1.148081
9171,Dynamic,20,1953,4
9171,FPTAS25,20,1887,4
9171,FPTAS50,20,1905,4
9171,FPTAS75,20,1929,4
9172,Recursive,20,2532,76
9172,BranchAndBound,20,2532,0.378159
9172,Dynamic,20,2532,4
9172,FPTAS25,20,2444,4
9172,FPTAS50,20,2484,4
9172,FPTAS75,20,2506,4
9173,Recursive,20,2347,76
9173,BranchAndBound,20,2347,1.160113
9173,Dynamic,20,2347,4
9173,FPTAS25,20,2287,4
9173,FPTAS50,20,2318,4
9173,FPTAS75,20,2331,4
9174,Recursive,20,2684,76
9174,BranchAndBound,20,2684,3
9174,Dynamic,20,2684,4
9174,FPTAS25,20,2601,4
9174,FPTAS50,20,2644,4
9174,FPTAS75,20,2666,4
9175,Recursive,20,1903,76
9175,BranchAndBound,20,1903,1.397744
9175,Dynamic,20,1903,4
9175,FPTAS25,20,1857,4
9175,FPTAS50,20,1866,4
9175,FPTAS75,20,1881,4
9176,Recursive,20,2335,77
9176,BranchAndBound,20,2335,0.603046
9176,Dynamic,20,2335,4
9176,FPTAS25,20,2252,4
9176,FPTAS50,20,2286,4
9176,FPTAS75,20,2310,4
9177,Recursive,20,2365,76
9177,BranchAndBound,20,2365,2
9177,Dynamic,20,2365,4
9177,FPTAS25,20,2287,4
9177,FPTAS50,20,2315,4
9177,FPTAS75,20,2342,4
9178,Recursive,20,2249,76
9178,BranchAndBound,20,2249,12
9178,Dynamic,20,2249,3
9178,FPTAS25,20,2177,3
9178,FPTAS50,20,2201,3
9178,FPTAS75,20,2232,3
9179,Recursive,20,2041,76
9179,BranchAndBound,20,2041,1.167707
9179,Dynamic,20,2041,4
9179,FPTAS25,20,1968,4
9179,FPTAS50,20,2014,4
9179,FPTAS75,20,2022,4
9180,Recursive,20,2273,76
9180,BranchAndBound,20,2273,10
9180,Dynamic,20,2273,3
9180,FPTAS25,20,2203,3
9180,FPTAS50,20,2224,3
9180,FPTAS75,20,2253,3
9181,Recursive,20,2435,76
9181,BranchAndBound,20,2435,0.263662
9181,Dynamic,20,2435,4
9181,FPTAS25,20,2350,4
9181,FPTAS50,20,2383,4
9181,FPTAS75,20,2404,4
9182,Recursive,20,2508,76
9182,BranchAndBound,20,2508,1.929921
9182,Dynamic,20,2508,4
9182,FPTAS25,20,2457,4
9182,FPTAS50,20,2469,4
9182,FPTAS75,20,2488,4
9183,Recursive,20,1863,76
9183,BranchAndBound,20,1863,8
9183,Dynamic,20,1863,3
9183,FPTAS25,20,1806,3
9183,FPTAS50,20,1837,3
9183,FPTAS75,20,1850,3
9184,Recursive,20,2959,76
9184,BranchAndBound,20,2959,1.142312
9184,Dynamic,20,2959,4
9184,FPTAS25,20,2887,4
9184,FPTAS50,20,2907,4
9184,FPTAS75,20,2929,4
9185,Recursive,20,2411,76
9185,BranchAndBound,20,2411,0.266189
9185,Dynamic,20,2411,4
9185,FPTAS25,20,2324,5
9185,FPTAS50,20,2368,4
9185,FPTAS75,20,2387,4
9186,Recursive,20,2456,76
9186,BranchAndBound,20,2456,1.22507
9186,Dynamic,20,2456,4
9186,FPTAS25,20,2371,4
9186,FPTAS50,20,2412,4
9186,FPTAS75,20,2434,4
9187,Recursive,20,2333,76
9187,BranchAndBound,20,2333,2
9187,Dynamic,20,2333,4
9187,FPTAS25,20,2268,4
9187,FPTAS50,20,2294,4
9187,FPTAS75,20,2317,4
9188,Recursive,20,1983,77
9188,BranchAndBound,20,1983,4
9188,Dynamic,20,1983,4
9188,FPTAS25,20,1930,5
9188,FPTAS50,20,1945,4
9188,FPTAS75,20,1965,4
9189,Recursive,20,2041,76
9189,BranchAndBound,20,2041,9
9189,Dynamic,20,2041,4
9189,FPTAS25,20,1952,4
9189,FPTAS50,20,1974,4
9189,FPTAS75,20,2009,4
9190,Recursive,20,2338,76
9190,BranchAndBound,20,2338,3
9190,Dynamic,20,2338,3
9190,FPTAS25,20,2257,3
9190,FPTAS50,20,2296,3
9190,FPTAS75,20,2316,3
9191,Recursive,20,2818,76
9191,BranchAndBound,20,2818,0.14672
9191,Dynamic,20,2818,4
9191,FPTAS25,20,2740,4
9191,FPTAS50,20,2753,4
9191,FPTAS75,20,2790,4
9192,Recursive,20,2441,76
9192,BranchAndBound,20,2441,0.7815
9192,Dynamic,20,2441,4
9192,FPTAS25,20,2370,4
9192,FPTAS50,20,2385,4
9192,FPTAS75,20,2418,4
9193,Recursive,20,1821,76
9193,BranchAndBound,20,1821,1.140453
9193,Dynamic,20,1821,3
9193,FPTAS25,20,1754,3
9193,FPTAS50,20,1780,3
9193,FPTAS75,20,1808,3
9194,Recursive,20,2721,76
9194,BranchAndBound,20,2721,3
9194,Dynamic,20,2721,3
9194,FPTAS25,20,2647,3
9194,FPTAS50,20,2687,3
9194,FPTAS75,20,2706,3
9195,Recursive,20,2421,76
9195,BranchAndBound,20,2421,0.889686
9195,Dynamic,20,2421,4
9195,FPTAS25,20,2343,4
9195,FPTAS50,20,2380,4
9195,FPTAS75,20,2402,4
9196,Recursive,20,2475,76
9196,BranchAndBound,20,2475,0.881598
9196,Dynamic,20,2475,4
9196,FPTAS25,20,2380,4
9196,FPTAS50,20,2411,4
9196,FPTAS75,20,2445,4
9197,Recursive,20,2417,76
9197,BranchAndBound,20,2417,0.444063
9197,Dynamic,20,2417,4
9197,FPTAS25,20,2343,4
9197,FPTAS50,20,2365,4
9197,FPTAS75,20,2390,4
9198,Recursive,20,2033,76
9198,BranchAndBound,20,2033,2
9198,Dynamic,20,2033,4
9198,FPTAS25,20,1931,4
9198,FPTAS50,20,1976,4
9198,FPTAS75,20,2008,4
9199,Recursive,20,2168,76
9199,BranchAndBound,20,2168,5
9199,Dynamic,20,2168,4
9199,FPTAS25,20,2094,4
9199,FPTAS50,20,2131,4
9199,FPTAS75,20,2154,4
9200,Recursive,22,2625,306
9200,BranchAndBound,22,2625,5
9200,Dynamic,22,2625,17
9200,FPTAS25,22,2542,16
9200,FPTAS50,22,2587,16
9200,FPTAS75,22,2607,16
9201,Recursive,22,2215,307
9201,BranchAndBound,22,2215,13
9201,Dynamic,22,2215,16
9201,FPTAS25,22,2150,16
9201,FPTAS50,22,2174,16
9201,FPTAS75,22,2187,16
9202,Recursive,22,2479,306
9202,BranchAndBound,22,2479,11
9202,Dynamic,22,2479,16
9202,FPTAS25,22,2402,16
9202,FPTAS50,22,2442,16
9202,FPTAS75,22,2460,16
9203,Recursive,22,2474,306
9203,BranchAndBound,22,2474,13
9203,Dynamic,22,2474,17
9203,FPTAS25,22,2401,17
9203,FPTAS50,22,2425,16
9203,FPTAS75,22,2451,17
9204,Recursive,22,2877,306
9204,BranchAndBound,22,2877,5
9204,Dynamic,22,2877,18
9204,FPTAS25,22,2805,17
9204,FPTAS50,22,2834,17
9204,FPTAS75,22,2851,17
9205,Recursive,22,2581,306
9205,BranchAndBound,22,2581,72
9205,Dynamic,22,2581,14
9205,FPTAS25,22,2503,14
9205,FPTAS50,22,2532,14
9205,FPTAS75,22,2552,14
9206,Recursive,22,2401,306
9206,BranchAndBound,22,2401,3
9206,Dynamic,22,2401,17
9206,FPTAS25,22,2341,17
9206,FPTAS50,22,2361,17
9206,FPTAS75,22,2383,17
9207,Recursive,22,2647,311
9207,BranchAndBound,22,2647,5
9207,Dynamic,22,2647,17
9207,FPTAS25,22,2559,17
9207,FPTAS50,22,2615,17
9207,FPTAS75,22,2627,17
9208,Recursive,22,2425,306
9208,BranchAndBound,22,2425,21
9208,Dynamic,22,2425,16
9208,FPTAS25,22,2369,16
9208,FPTAS50,22,2374,16
9208,FPTAS75,22,2402,16
9209,Recursive,22,2265,306
9209,BranchAndBound,22,2265,26
9209,Dynamic,22,2265,16
9209,FPTAS25,22,2196,16
9209,FPTAS50,22,2216,16
9209,FPTAS75,22,2238,16
9210,Recursive,22,2576,306
9210,BranchAndBound,22,2576,16
9210,Dynamic,22,2576,17
9210,FPTAS25,22,2499,16
9210,FPTAS50,22,2531,16
9210,FPTAS75,22,2555,17
9211,Recursive,22,2525,306
9211,BranchAndBound,22,2525,29
9211,Dynamic,22,2525,15
9211,FPTAS25,22,2452,15
9211,FPTAS50,22,2485,15
9211,FPTAS75,22,2504,15
9212,Recursive,22,2561,307
9212,BranchAndBound,22,2561,40
9212,Dynamic,22,2561,14
9212,FPTAS25,22,2488,13
9212,FPTAS50,22,2515,13
9212,FPTAS75,22,2539,13
9213,Recursive,22,2677,307
9213,BranchAndBound,22,2677,31
9213,Dynamic,22,2677,16
9213,FPTAS25,22,2616,15
9213,FPTAS50,22,2631,15
9213,FPTAS75,22,2651,16
9214,Recursive,22,2442,306
9214,BranchAndBound,22,2442,13
9214,Dynamic,22,2442,17
9214,FPTAS25,22,2381,17
9214,FPTAS50,22,2410,17
9214,FPTAS75,22,2419,17
9215,Recursive,22,2646,307
9215,BranchAndBound,22,2646,5
9215,Dynamic,22,2646,14
9215,FPTAS25,22,2585,14
9215,FPTAS50,22,2600,14
9215,FPTAS75,22,2628,14
9216,Recursive,22,1868,306
9216,BranchAndBound,22,1868,3
9216,Dynamic,22,1868,17
9216,FPTAS25,22,1794,19
9216,FPTAS50,22,1822,17
9216,FPTAS75,22,1848,17
9217,Recursive,22,2505,306
9217,BranchAndBound,22,2505,19
9217,Dynamic,22,2505,17
9217,FPTAS25,22,2437,17
9217,FPTAS50,22,2473,17
9217,FPTAS75,22,2489,17
9218,Recursive,22,2244,307
9218,BranchAndBound,22,2244,9
9218,Dynamic,22,2244,17
9218,FPTAS25,22,2173,17
9218,FPTAS50,22,2199,17
9218,FPTAS75,22,2219,17
9219,Recursive,22,2345,307
9219,BranchAndBound,22,2345,10
9219,Dynamic,22,2345,17
9219,FPTAS25,22,2287,16
9219,FPTAS50,22,2300,16
9219,FPTAS75,22,2318,16
9220,Recursive,22,2651,306
9220,BranchAndBound,22,2651,9
9220,Dynamic,22,2651,16
9220,FPTAS25,22,2560,16
9220,FPTAS50,22,2605,16
9220,FPTAS75,22,2623,16
9221,Recursive,22,3032,306
9221,BranchAndBound,22,3032,6
9221,Dynamic,22,3032,18
9221,FPTAS25,22,2948,18
9221,FPTAS50,22,2977,18
9221,FPTAS75,22,3002,18
9222,Recursive,22,2393,307
9222,BranchAndBound,22,2393,53
9222,Dynamic,22,2393,16
9222,FPTAS25,22,2328,15
9222,FPTAS50,22,2346,15
9222,FPTAS75,22,2366,15
9223,Recursive,22,2811,306
9223,BranchAndBound,22,2811,9
9223,Dynamic,22,2811,17
9223,FPTAS25,22,2723,17
9223,FPTAS50,22,2760,17
9223,FPTAS75,22,2786,17
9224,Recursive,22,2315,306
9224,BranchAndBound,22,2315,9
9224,Dynamic,22,2315,14
9224,FPTAS25,22,2245,14
9224,FPTAS50,22,2268,14
9224,FPTAS75,22,2287,14
9225,Recursive,22,2564,306
9225,BranchAndBound,22,2564,17
9225,Dynamic,22,2564,15
9225,FPTAS25,22,2501,15
9225,FPTAS50,22,2524,15
9225,FPTAS75,22,2545,15
9226,Recursive,22,2250,307
9226,BranchAndBound,22,2250,53
9226,Dynamic,22,2250,10
9226,FPTAS25,22,2185,10
9226,FPTAS50,22,2201,10
9226,FPTAS75,22,2229,10
9227,Recursive,22,2453,306
9227,BranchAndBound,22,2453,16
9227,Dynamic,22,2453,17
9227,FPTAS25,22,2364,17
9227,FPTAS50,22,2400,16
9227,FPTAS75,22,2432,17
9228,Recursive,22,2520,306
9228,BranchAndBound,22,2520,4
9228,Dynamic,22,2520,18
9228,FPTAS25,22,2438,18
9228,FPTAS50,22,2470,18
9228,FPTAS75,22,2492,18
9229,Recursive,22,2157,307
9229,BranchAndBound,22,2157,147
9229,Dynamic,22,2157,10
9229,FPTAS25,22,2107,10
9229,FPTAS50,22,2134,10
9229,FPTAS75,22,2145,10
9230,Recursive,22,2633,307
9230,BranchAndBound,22,2633,13
9230,Dynamic,22,2633,16
9230,FPTAS25,22,2571,15
9230,FPTAS50,22,2586,15
9230,FPTAS75,22,2615,15
9231,Recursive,22,2260,307
9231,BranchAndBound,22,2260,131
9231,Dynamic,22,2260,12
9231,FPTAS25,22,2206,12
9231,FPTAS50,22,2223,12
9231,FPTAS75,22,2245,12
9232,Recursive,22,2318,312
9232,BranchAndBound,22,2318,11
9232,Dynamic,22,2318,16
9232,FPTAS25,22,2260,17
9232,FPTAS50,22,2262,16
9232,FPTAS75,22,2294,17
9233,Recursive,22,2405,324
9233,BranchAndBound,22,2405,14
9233,Dynamic,22,2405,14
9233,FPTAS25,22,2334,14
9233,FPTAS50,22,2376,14
9233,FPTAS75,22,2384,14
9234,Recursive,22,2626,306
9234,BranchAndBound,22,2626,1.583845
9234,Dynamic,22,2626,16
9234,FPTAS25,22,2570,16
9234,FPTAS50,22,2587,15
9234,FPTAS75,22,2609,16
9235,Recursive,22,2827,307
9235,BranchAndBound,22,2827,35
9235,Dynamic,22,2827,15
9235,FPTAS25,22,2757,15
9235,FPTAS50,22,2783,15
9235,FPTAS75,22,2806,15
9236,Recursive,22,2358,307
9236,BranchAndBound,22,2358,115
9236,Dynamic,22,2358,12
9236,FPTAS25,22,2291,12
9236,FPTAS50,22,2322,12
9236,FPTAS75,22,2339,12
9237,Recursive,22,249,312
9237,BranchAndBound,22,249,156
9237,Dynamic,22,249,12
9237,FPTAS25,22,246,13
9237,FPTAS50,22,249,12
9237,FPTAS75,22,249,12
9238,Recursive,22,2920,306
9238,BranchAndBound,22,2920,49
9238,Dynamic,22,2920,11
9238,FPTAS25,22,2858,12
9238,FPTAS50,22,2888,12
9238,FPTAS75,22,2904,11
9239,Recursive,22,2476,306
9239,BranchAndBound,22,2476,26
9239,Dynamic,22,2476,17
9239,FPTAS25,22,2398,16
9239,FPTAS50,22,2430,16
9239,FPTAS75,22,2453,16
9240,Recursive,22,2069,306
9240,BranchAndBound,22,2069,4
9240,Dynamic,22,2069,16
9240,FPTAS25,22,1999,21
9240,FPTAS50,22,2028,16
9240,FPTAS75,22,2045,16
9241,Recursive,22,2486,310
9241,BranchAndBound,22,2486,22
9241,Dynamic,22,2486,17
9241,FPTAS25,22,2420,18
9241,FPTAS50,22,2428,16
9241,FPTAS75,22,2462,16
9242,Recursive,22,2673,313
9242,BranchAndBound,22,2673,32
9242,Dynamic,22,2673,13
9242,FPTAS25,22,2616,13
9242,FPTAS50,22,2632,13
9242,FPTAS75,22,2656,13
9243,Recursive,22,2570,306
9243,BranchAndBound,22,2570,7
9243,Dynamic,22,2570,16
9243,FPTAS25,22,2497,15
9243,FPTAS50,22,2527,15
9243,FPTAS75,22,2547,15
9244,Recursive,22,2956,307
9244,BranchAndBound,22,2956,0.474806
9244,Dynamic,22,2956,17
9244,FPTAS25,22,2880,18
9244,FPTAS50,22,2915,18
9244,FPTAS75,22,2932,18
9245,Recursive,22,2082,311
9245,BranchAndBound,22,2082,40
9245,Dynamic,22,2082,13
9245,FPTAS25,22,2017,12
9245,FPTAS50,22,2043,12
9245,FPTAS75,22,2060,12
9246,Recursive,22,2915,308
9246,BranchAndBound,22,2915,7
9246,Dynamic,22,2915,14
9246,FPTAS25,22,2823,14
9246,FPTAS50,22,2863,14
9246,FPTAS75,22,2886,14
9247,Recursive,22,2555,308
9247,BranchAndBound,22,2555,10
9247,Dynamic,22,2555,17
9247,FPTAS25,22,2494,16
9247,FPTAS50,22,2515,16
9247,FPTAS75,22,2532,16
9248,Recursive,22,2582,308
9248,BranchAndBound,22,2582,11
9248,Dynamic,22,2582,18
9248,FPTAS25,22,2510,17
9248,FPTAS50,22,2534,17
9248,FPTAS75,22,2557,17
9249,Recursive,22,2306,309
9249,BranchAndBound,22,2306,20
9249,Dynamic,22,2306,17
9249,FPTAS25,22,2240,17
9249,FPTAS50,22,2265,17
9249,FPTAS75,22,2285,17
9250,Recursive,25,2427,2504
9250,BranchAndBound,25,2427,328
9250,Dynamic,25,2427,114
9250,FPTAS25,25,2380,115
9250,FPTAS50,25,2400,115
9250,FPTAS75,25,2410,113
9251,Recursive,25,2846,2523
9251,BranchAndBound,25,2846,152
9251,Dynamic,25,2846,133
9251,FPTAS25,25,2771,134
9251,FPTAS50,25,2798,132
9251,FPTAS75,25,2826,134
9252,Recursive,25,2538,2484
9252,BranchAndBound,25,2538,35
9252,Dynamic,25,2538,138
9252,FPTAS25,25,2478,138
9252,FPTAS50,25,2501,142
9252,FPTAS75,25,2520,143
9253,Recursive,25,3370,2483
9253,BranchAndBound,25,3370,67
9253,Dynamic,25,3370,145
9253,FPTAS25,25,3281,142
9253,FPTAS50,25,3316,144
9253,FPTAS75,25,3341,142
9254,Recursive,25,2884,2485
9254,BranchAndBound,25,2884,18
9254,Dynamic,25,2884,137
9254,FPTAS25,25,2815,136
9254,FPTAS50,25,2840,136
9254,FPTAS75,25,2863,135
9255,Recursive,25,2595,2552
9255,BranchAndBound,25,2595,70
9255,Dynamic,25,2595,136
9255,FPTAS25,25,2546,135
9255,FPTAS50,25,2562,136
9255,FPTAS75,25,2576,135
9256,Recursive,25,3048,2493
9256,BranchAndBound,25,3048,62
9256,Dynamic,25,3048,141
